single_alert_amount_pct,single_alert_amount_abs,single_alert_t_value,alert_summary_status,single_alert_new_value,single_alert_prev_value,single_alert_status,target,"single_alert_series_signature_tags_bytecode-cached, cold, fission, webrender","single_alert_series_signature_tags_bytecode-cached, fission, warm, webrender","single_alert_series_signature_tags_cold, fission, interactive, webrender","single_alert_series_signature_tags_cold, fission, webrender","single_alert_series_signature_tags_cold, webrender","single_alert_series_signature_tags_fission, warm, webrender","single_alert_series_signature_tags_fission, webrender","single_alert_series_signature_tags_warm, webrender",single_alert_series_signature_tags_webrender,single_alert_manually_created_True,single_alert_series_signature_suite_freq
19.1,-23.19,19.73,2.0,98.24,121.43,2.0,0,False,False,False,False,False,False,False,True,False,False,0.012340874979153928
12.34,-87.82,25.51,4.0,623.99,711.82,4.0,0,False,False,False,False,False,False,False,True,False,False,0.012340874979153928
140.32,882.21,17.3,2.0,1510.92,628.71,2.0,1,False,False,False,False,False,False,False,True,False,False,0.012340874979153928
62.08,-1039.97,29.96,5.0,635.31,1675.27,2.0,0,False,False,False,False,False,False,False,True,False,False,0.012340874979153928
156.21,978.06,41.7,2.0,1604.18,626.12,2.0,1,False,False,False,False,False,False,False,True,False,False,0.012340874979153928
58.82,-877.51,43.58,2.0,614.3,1491.81,2.0,0,False,False,False,False,False,False,False,True,False,False,0.012340874979153928
9.99,-271.38,7.02,2.0,2445.22,2716.6,2.0,0,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
13.2,326.29,11.16,5.0,2798.38,2472.08,2.0,1,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
18.79,-171.91,7.12,5.0,742.98,914.88,2.0,0,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
5.12,-410.55,13.55,5.0,7613.38,8023.94,2.0,0,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
7.65,-260.2,9.07,5.0,3139.11,3399.31,2.0,0,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
7.22,224.65,9.53,2.0,3334.11,3109.46,2.0,1,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
6.13,-199.96,10.96,2.0,3064.45,3264.41,2.0,0,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
8.4,208.91,9.64,2.0,2696.32,2487.4,2.0,1,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
17.68,-158.76,7.12,5.0,739.31,898.07,2.0,0,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
10.73,-373.86,13.87,5.0,3108.83,3482.69,2.0,0,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
22.69,719.0,20.01,2.0,3888.46,3169.46,2.0,1,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
22.1,-903.07,18.33,5.0,3183.03,4086.1,2.0,0,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
29.27,857.98,25.53,2.0,3789.32,2931.33,2.0,1,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
30.86,-1288.18,31.58,2.0,2885.94,4174.12,2.0,0,False,False,False,False,True,False,False,False,False,False,0.011784979709822669
9.33,-106.61,19.36,4.0,1035.56,1142.17,4.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
2.15,-21.55,7.92,4.0,980.22,1001.78,4.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
9.35,-38.77,8.08,2.0,375.75,414.52,2.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
20.9,-77.42,22.52,4.0,293.03,370.45,4.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
6.36,18.37,7.92,2.0,307.26,288.89,2.0,1,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
9.09,25.65,7.25,2.0,308.02,282.37,2.0,1,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
4.49,-331.74,43.0,4.0,7058.85,7390.59,4.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
6.79,-168.63,32.17,4.0,2314.07,2482.7,4.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
19.5,-77.32,25.14,4.0,319.27,396.59,4.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
5.7,17.82,7.88,2.0,330.38,312.57,2.0,1,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
9.83,-265.7,26.92,4.0,2438.12,2703.82,4.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
11.16,272.03,15.68,2.0,2708.86,2436.83,2.0,1,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
11.69,-324.06,17.98,5.0,2449.03,2773.09,2.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
13.52,299.2,23.96,2.0,2512.86,2213.66,2.0,1,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
4.82,-121.97,9.23,4.0,2410.69,2532.66,4.0,0,False,False,False,False,False,False,False,True,False,False,0.011784979709822669
17.84,-58.25,7.31,3.0,268.33,326.58,3.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
27.17,72.98,9.06,3.0,341.58,268.6,3.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
9.15,-27.12,7.21,4.0,269.32,296.43,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
15.85,42.26,9.46,5.0,308.95,266.69,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
14.34,-43.42,7.73,2.0,259.36,302.77,2.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
22.29,58.33,7.46,7.0,320.0,261.67,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
28.0,70.0,9.23,3.0,320.0,250.0,3.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
10.22,-27.49,7.53,4.0,241.52,269.02,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
17.54,40.72,11.63,5.0,272.79,232.08,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
14.4,-39.1,8.8,4.0,232.5,271.6,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
9.82,-24.68,9.44,4.0,226.75,251.43,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
6.71,-70.0,7.36,3.0,973.33,1043.33,3.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
9.31,-59.88,7.02,3.0,583.0,642.88,3.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
12.53,72.78,7.12,3.0,653.58,580.8,3.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
4.6,-27.86,7.23,4.0,577.84,605.7,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
6.24,-38.08,10.16,5.0,572.28,610.35,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
6.42,37.12,7.01,5.0,615.72,578.6,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
6.65,-40.51,8.02,2.0,568.78,609.29,2.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
14.45,-57.83,7.05,3.0,342.5,400.33,3.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
19.84,68.0,7.12,3.0,410.67,342.67,3.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
7.51,-27.42,7.34,4.0,337.79,365.21,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
12.32,40.64,11.02,5.0,370.64,330.0,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
10.68,-39.32,7.53,4.0,328.91,368.22,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
6.72,-23.21,8.4,4.0,322.22,345.43,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
27.82,62.81,7.57,7.0,288.58,225.77,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
37.99,77.56,7.59,3.0,281.75,204.19,3.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
10.64,-24.36,7.03,4.0,204.62,228.99,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
22.24,42.33,13.01,5.0,232.65,190.32,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
16.69,-38.5,9.96,4.0,192.14,230.65,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
13.59,-28.93,15.49,4.0,183.99,212.92,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
13.77,25.45,7.03,5.0,210.29,184.84,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
25.07,58.4,7.23,7.0,291.33,232.94,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
35.13,74.1,7.69,3.0,285.04,210.94,3.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
11.58,-27.29,8.33,4.0,208.43,235.72,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
21.25,41.77,13.13,5.0,238.36,196.58,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
16.1,-38.07,9.8,4.0,198.47,236.54,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
12.02,-26.07,9.93,4.0,190.81,216.88,4.0,0,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
13.42,25.65,7.02,5.0,216.72,191.07,4.0,1,True,False,False,False,False,False,False,False,False,False,0.018678081049530268
19.16,21.68,17.39,2.0,134.81,113.13,2.0,1,False,True,False,False,False,False,False,False,False,False,0.018678081049530268
16.95,16.98,1000.0,5.0,117.13,100.15,4.0,1,False,True,False,False,False,False,False,False,False,True,0.018678081049530268
21.69,21.2,15.66,2.0,118.93,97.74,2.0,1,False,True,False,False,False,False,False,False,False,False,0.018678081049530268
2.44,10.06,9.38,2.0,422.03,411.97,2.0,1,False,True,False,False,False,False,False,False,False,False,0.018678081049530268
2.05,-8.14,7.45,4.0,389.63,397.78,4.0,0,False,True,False,False,False,False,False,False,False,False,0.018678081049530268
10.03,18.24,13.73,2.0,200.12,181.88,2.0,1,False,True,False,False,False,False,False,False,False,False,0.018678081049530268
12.43,10.38,13.39,2.0,93.93,83.55,2.0,1,False,True,False,False,False,False,False,False,False,False,0.018678081049530268
9.04,-6.5,7.06,2.0,65.41,71.91,2.0,0,False,True,False,False,False,False,False,False,False,False,0.018678081049530268
5.87,40.09,7.04,3.0,723.57,683.47,3.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
4.91,-34.94,8.67,6.0,676.97,711.9,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
25.68,175.72,19.51,7.0,859.91,684.18,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
18.19,-155.92,9.13,4.0,701.49,857.41,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
3.84,-27.24,7.33,2.0,681.95,709.19,3.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
4.43,-29.8,9.06,4.0,642.66,672.46,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
3.3,21.04,7.29,2.0,657.62,636.59,2.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
4.62,28.98,7.04,5.0,656.8,627.82,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
11.03,53.48,7.9,3.0,538.46,484.98,3.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
41.35,197.3,19.06,7.0,674.42,477.12,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
25.28,-169.82,9.41,4.0,501.83,671.66,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
8.37,-38.6,7.41,4.0,422.67,461.27,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
5.37,22.39,7.02,2.0,439.16,416.77,2.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
4.32,17.62,1000.0,5.0,425.37,407.75,4.0,1,True,False,False,False,False,False,False,False,False,True,0.01678803713380399
23.96,214.27,19.79,7.0,1108.58,894.31,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
16.67,-184.23,7.89,4.0,921.2,1105.42,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
5.06,-43.94,10.39,4.0,824.57,868.51,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
3.41,28.37,8.3,2.0,859.37,831.0,2.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
35.72,223.64,22.54,7.0,849.66,626.02,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
22.98,-194.89,8.98,4.0,653.27,848.16,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
6.87,-41.55,12.25,4.0,562.88,604.42,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
4.34,24.29,7.01,2.0,584.19,559.9,2.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
37.93,259.41,25.69,7.0,943.32,683.91,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
24.12,-227.37,8.8,4.0,715.29,942.66,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
6.71,-44.51,14.55,4.0,619.02,663.53,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
3.79,23.33,7.65,2.0,638.65,615.32,2.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
7.58,32.6,7.68,5.0,462.68,430.08,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
11.32,51.75,7.94,3.0,509.1,457.35,3.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
44.1,198.53,19.52,7.0,648.71,450.17,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
26.52,-171.83,9.56,4.0,476.09,647.93,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
8.48,-36.96,7.43,4.0,398.73,435.7,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
5.59,22.27,7.36,2.0,421.03,398.75,2.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
25.48,337.03,24.65,7.0,1659.58,1322.56,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
4.29,56.04,8.33,5.0,1361.97,1305.93,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
5.15,-70.24,7.44,4.0,1292.27,1362.51,4.0,0,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
4.32,55.53,7.51,5.0,1339.64,1284.11,4.0,1,True,False,False,False,False,False,False,False,False,False,0.01678803713380399
16.35,15.6,8.85,3.0,111.02,95.43,3.0,1,False,True,False,False,False,False,False,False,False,False,0.01678803713380399
16.14,15.34,8.14,5.0,110.4,95.06,4.0,1,False,True,False,False,False,False,False,False,False,False,0.01678803713380399
16.75,15.57,8.88,3.0,108.48,92.92,3.0,1,False,True,False,False,False,False,False,False,False,False,0.01678803713380399
16.59,15.34,8.1,5.0,107.77,92.43,4.0,1,False,True,False,False,False,False,False,False,False,False,0.01678803713380399
5.95,10.8,7.21,3.0,192.46,181.66,3.0,1,False,True,False,False,False,False,False,False,False,False,0.01678803713380399
1.94,3.0,1000.0,5.0,158.0,155.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
3.54,4.0,1000.0,5.0,117.0,113.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
3.36,4.0,1000.0,5.0,123.0,119.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
229.46,924.92,10.33,2.0,1328.0,403.08,2.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
2.88,3.0,1000.0,2.0,107.0,104.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.4,3.0,1000.0,5.0,128.0,125.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
7.56,9.62,12.46,5.0,137.0,127.38,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
7.21,8.0,1000.0,7.0,119.0,111.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
6.72,-8.0,1000.0,4.0,111.0,119.0,4.0,0,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.54,3.0,1000.0,5.0,121.0,118.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
12.28,14.0,12.29,5.0,128.0,114.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
7.69,8.0,1000.0,7.0,112.0,104.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
7.14,-8.0,1000.0,4.0,104.0,112.0,4.0,0,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
101.61,205.62,12.46,5.0,408.0,202.38,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
1.83,3.08,16.99,5.0,171.25,168.17,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
4.94,8.0,1000.0,7.0,170.0,162.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
4.71,-8.0,1000.0,4.0,162.0,170.0,4.0,0,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
109.75,208.25,12.46,5.0,398.0,189.75,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
1.94,3.08,16.99,5.0,162.25,159.17,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
5.16,8.0,1000.0,7.0,163.0,155.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
4.91,-8.0,1000.0,4.0,155.0,163.0,4.0,0,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
4.98,11.0,1000.0,5.0,232.0,221.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
66.26,168.58,12.89,2.0,423.0,254.42,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
151.41,800.38,8.06,2.0,1329.0,528.62,2.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
239.94,926.75,10.33,2.0,1313.0,386.25,2.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
2.91,3.0,1000.0,5.0,106.0,103.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
3.0,3.0,1000.0,5.0,103.0,100.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
3.03,3.0,1000.0,5.0,102.0,99.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.8,3.0,1000.0,2.0,110.0,107.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.83,3.0,1000.0,5.0,109.0,106.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.86,3.0,1000.0,5.0,108.0,105.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
118.58,217.0,10.34,2.0,400.0,183.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
5.1,8.0,1000.0,2.0,165.0,157.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
4.85,-8.0,1000.0,2.0,157.0,165.0,2.0,0,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
237.11,924.92,10.33,2.0,1315.0,390.08,2.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
230.39,926.75,10.33,2.0,1329.0,402.25,2.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
118.78,216.08,10.34,2.0,398.0,181.92,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
5.13,8.0,1000.0,2.0,164.0,156.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
4.88,-8.0,1000.0,2.0,156.0,164.0,2.0,0,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
240.88,922.17,10.33,2.0,1305.0,382.83,2.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
2.52,3.0,1000.0,2.0,122.0,119.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
12.21,14.04,15.03,2.0,129.0,114.96,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
7.69,8.0,1000.0,2.0,112.0,104.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
7.14,-8.0,1000.0,2.0,104.0,112.0,2.0,0,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
231.22,922.17,10.33,2.0,1321.0,398.83,2.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
80.33,181.75,13.0,2.0,408.0,226.25,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
1.84,3.0,1000.0,2.0,166.0,163.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
1.81,-3.0,1000.0,2.0,163.0,166.0,2.0,0,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
6.58,7.17,61.39,2.0,116.0,108.83,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.63,3.0,1000.0,2.0,117.0,114.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
14.16,15.88,15.08,2.0,128.0,112.12,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
3.05,3.17,28.37,5.0,107.0,103.83,4.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
7.48,7.17,61.39,2.0,103.0,95.83,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
0.22,189972.12,7.18,3.0,86823593.75,86633621.62,3.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
6.6,5733742.08,261.71,2.0,92563103.75,86829361.67,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.24,221720.79,11.73,2.0,92798377.0,92576656.21,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.25,220298.42,13.23,2.0,88819622.42,88599324.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
4.42,3759324.33,179.21,2.0,88775568.67,85016244.33,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
2.14,1825045.25,107.47,2.0,87096171.25,85271126.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.12,106213.17,8.75,3.0,87323419.33,87217206.17,3.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.12,102335.96,1000.0,5.0,87351685.17,87249349.21,4.0,1,False,False,False,False,False,False,False,False,False,True,0.012785591194618934
0.19,163439.33,8.4,3.0,88023881.92,87860442.58,3.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.15,133172.33,1000.0,7.0,88204441.25,88071268.92,4.0,1,False,False,False,False,False,False,False,False,False,True,0.012785591194618934
0.19,163618.5,9.68,3.0,88223931.0,88060312.5,3.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.14,123442.71,10.77,5.0,88241274.83,88117832.12,4.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.28,249705.71,7.5,6.0,88411910.83,88162205.12,4.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.28,249063.22,9.34,5.0,88614025.92,88364962.69,4.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.39,347950.75,11.09,3.0,88978062.5,88630111.75,3.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.41,367771.5,11.24,2.0,89399926.5,89032155.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.73,650831.5,10.08,5.0,90129876.5,89479045.0,4.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.31,276217.98,8.07,2.0,90339552.33,90063334.36,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.8,719723.67,7.0,2.0,91066634.5,90346910.83,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.96,865132.62,17.74,2.0,91334551.08,90469418.46,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.75,690800.67,32.03,2.0,92258855.92,91568055.25,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.33,301888.46,10.91,2.0,92835852.0,92533963.54,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.44,407847.0,9.23,2.0,93620264.75,93212417.75,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.47,439297.25,13.27,2.0,94231658.33,93792361.08,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.34,319159.67,9.36,7.0,94525115.75,94205956.08,4.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.2,185894.62,7.75,2.0,94670238.58,94484343.96,2.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.2,-186604.96,7.05,4.0,94646258.67,94832863.62,4.0,0,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
0.64,601832.0,26.38,5.0,95289236.58,94687404.58,4.0,1,False,False,False,False,False,False,False,False,False,False,0.012785591194618934
2.63,3.0,1000.0,2.0,117.0,114.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.68,3.0,1000.0,5.0,115.0,112.0,4.0,1,False,False,False,False,False,False,False,False,False,True,0.009227861470898883
2.68,3.0,1000.0,3.0,115.0,112.0,3.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
13.27,15.0,1000.0,2.0,128.0,113.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
313.35,1009.0,1000.0,6.0,1331.0,322.0,4.0,1,False,False,False,False,False,False,False,False,False,True,0.001667685807993774
287.24,924.92,10.33,2.0,1246.92,322.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
171.54,840.83,8.09,5.0,1331.0,490.17,4.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
1.99,3.0,1000.0,2.0,154.0,151.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.67,4.0,1000.0,2.0,154.0,150.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
2.48,3.0,1000.0,2.0,124.0,121.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
10.42,12.83,10.33,2.0,136.0,123.17,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
326.45,1012.0,1000.0,2.0,1322.0,310.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
2.0,3.0,1000.0,2.0,153.0,150.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
3.57,4.0,1000.0,5.0,116.0,112.0,4.0,1,False,False,False,False,False,False,False,False,False,True,0.009227861470898883
3.42,3.83,34.08,2.0,116.0,112.17,2.0,1,False,False,False,False,False,False,False,False,False,False,0.009227861470898883
287.24,924.92,10.33,2.0,1246.92,322.0,3.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
171.54,840.83,8.09,5.0,1331.0,490.17,3.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
326.45,1012.0,1000.0,2.0,1322.0,310.0,3.0,1,False,False,False,False,False,False,False,False,False,False,0.001667685807993774
99.89,-230.75,7.01,3.0,0.25,231.0,3.0,0,False,False,False,False,False,False,False,False,False,False,0.005503363166379454
100.0,-119.5,7.02,3.0,0.0,119.5,3.0,0,False,False,False,False,False,False,False,False,False,False,0.005503363166379454
57.09,161.0,1000.0,2.0,443.0,282.0,2.0,1,False,False,False,False,False,False,False,False,False,False,0.0002223581077325032
839.75,225.33,8.92,3.0,252.17,26.83,3.0,1,False,False,False,False,False,False,False,False,False,False,0.005503363166379454
92.47,-198.62,7.05,0.0,16.17,214.79,3.0,0,False,False,False,False,False,False,False,False,False,False,0.005503363166379454
